 107.336  89.018  0 
 107.305  89.021  0 
 107.274  89.026  0 
 107.243  89.033  0 
 107.213  89.042  0 
 107.183  89.053  0 
 107.154  89.065  0 
 107.126  89.08  0 
 107.099  89.096  0 
 107.072  89.114  0 
 107.048  89.133  0 
 107.024  89.154  0 
 107.002  89.177  0 
 106.981  89.201  0 
 106.962  89.226  0 
 106.944  89.252  0 
 106.928  89.279  0 
 106.914  89.308  0 
 106.902  89.337  0 
 106.891  89.366  0 
 106.883  89.394  0 
 89.29  158.977  0 
 89.283  159.008  0 
 89.279  159.04  0 
 89.276  159.071  0 
 89.275  159.103  0 
 89.276  159.134  0 
 89.279  159.166  0 
 89.284  159.197  0 
 89.292  159.228  0 
 89.301  159.258  0 
 89.312  159.288  0 
 89.324  159.317  0 
 89.339  159.345  0 
 89.355  159.372  0 
 89.373  159.398  0 
 89.393  159.423  0 
 89.414  159.446  0 
 89.437  159.468  0 
 89.461  159.489  0 
 89.486  159.508  0 
 89.512  159.525  0 
 89.54  159.541  0 
 89.568  159.555  0 
 89.597  159.567  0 
 89.627  159.578  0 
 89.657  159.586  0 
 89.688  159.592  0 
 89.72  159.597  0 
 89.751  159.599  0 
 89.775  159.6  0 
 124.206  159.6  0 
 125.151  163.607  0 
 88.095  163.607  0 
 88.063  163.608  0 
 88.032  163.611  0 
 88.001  163.616  0 
 87.97  163.623  0 
 87.94  163.632  0 
 87.91  163.643  0 
 87.881  163.655  0 
 87.853  163.67  0 
 87.826  163.686  0 
 87.799  163.704  0 
 87.775  163.723  0 
 87.751  163.744  0 
 87.729  163.767  0 
 87.708  163.791  0 
 87.689  163.816  0 
 87.671  163.842  0 
 87.655  163.869  0 
 87.641  163.898  0 
 87.629  163.927  0 
 87.618  163.956  0 
 87.608  163.992  0 
 80.063  195.851  0 
 80.06  195.869  0 
 79.897  196.689  0 
 79.895  196.695  0 
 79.749  197.48  0 
 79.748  197.486  0 
 79.619  198.238  0 
 79.618  198.247  0 
 79.507  198.965  0 
 79.506  198.972  0 
 79.411  199.656  0 
 79.409  199.666  0 
 79.332  200.317  0 
 79.331  200.328  0 
 79.271  200.946  0 
 79.27  200.957  0 
 79.227  201.543  0 
