 79.227  201.556  0 
 79.201  202.108  0 
 79.2  202.124  0 
 79.192  202.645  0 
 79.192  202.662  0 
 79.204  203.336  0 
 79.205  203.356  0 
 79.244  204.029  0 
 79.245  204.047  0 
 79.309  204.719  0 
 79.312  204.739  0 
 79.403  205.41  0 
 79.405  205.427  0 
 79.52  206.098  0 
 79.524  206.118  0 
 79.666  206.788  0 
 79.67  206.805  0 
 79.837  207.476  0 
 79.841  207.493  0 
 80.034  208.165  0 
 80.04  208.182  0 
 80.259  208.855  0 
 80.264  208.871  0 
 80.509  209.546  0 
 80.525  209.585  0 
 80.818  210.218  0 
 80.832  210.246  0 
 80.848  210.274  0 
 80.858  210.289  0 
 81.243  210.857  0 
 81.262  210.882  0 
 81.282  210.907  0 
 81.295  210.92  0 
 81.773  211.423  0 
 81.795  211.446  0 
 81.831  211.476  0 
 82.402  211.913  0 
 82.428  211.931  0 
 82.462  211.952  0 
 83.126  212.323  0 
 83.154  212.338  0 
 83.184  212.351  0 
 83.942  212.655  0 
 83.972  212.666  0 
 83.993  212.672  0 
 84.843  212.91  0 
 84.874  212.918  0 
 84.889  212.921  0 
 85.834  213.091  0 
 85.874  213.097  0 
 86.913  213.2  0 
 86.947  213.202  0 
 88.08  213.236  0 
 90.098  213.236  0 
 90.098  217.242  0 
 60.096  217.242  0 
 60.096  213.236  0 
 62.115  213.236  0 
 62.781  213.215  0 
 62.814  213.213  0 
 63.462  213.149  0 
 63.497  213.144  0 
 64.126  213.037  0 
 64.16  213.03  0 
 64.771  212.881  0 
 64.806  212.871  0 
 65.399  212.68  0 
 65.433  212.668  0 
 66.009  212.435  0 
 66.042  212.42  0 
 66.601  212.146  0 
 66.632  212.129  0 
 67.175  211.813  0 
 67.204  211.795  0 
 67.732  211.438  0 
 67.759  211.418  0 
 68.27  211.02  0 
 68.301  210.994  0 
 68.788  210.547  0 
 68.811  210.525  0 
 68.822  210.513  0 
 69.275  210.008  0 
 69.304  209.972  0 
 69.723  209.408  0 
 69.747  209.373  0 
 70.133  208.75  0 
 70.152  208.717  0 
 70.504  208.036  0 
 70.519  208.003  0 
 70.837  207.263  0 
 70.849  207.234  0 
 71.135  206.434  0 
 71.144  206.407  0 
 71.397  205.549  0 
 71.403  205.524  0 
 71.623  204.605  0 
 71.628  204.583  0 
 71.81  203.634  0 
 104.424  75.674  0 
 116.234  71.748  0 
 147.931  203.627  0 
 147.939  203.657  0 
 147.946  203.678  0 
 148.296  204.656  0 
 148.302  204.673  0 
 148.668  205.592  0 
 148.676  205.61  0 
 149.057  206.469  0 
 149.066  206.488  0 
 149.462  207.287  0 
 149.473  207.308  0 
 149.884  208.048  0 
 149.897  208.07  0 
 150.323  208.752  0 
 150.339  208.776  0 
 150.779  209.398  0 
 150.798  209.423  0 
 151.254  209.987  0 
 151.277  210.014  0 
 151.748  210.519  0 
 151.775  210.546  0 
 152.261  210.994  0 
 152.294  211.021  0 
 152.807  211.419  0 
 152.834  211.439  0 
 153.364  211.796  0 
 153.393  211.814  0 
 153.94  212.129  0 
 153.971  212.145  0 
 154.535  212.42  0 
 154.568  212.435  0 
 155.15  212.668  0 
 155.184  212.68  0 
 155.782  212.871  0 
 155.817  212.881  0 
 156.433  213.029  0 
 156.467  213.036  0 
 157.1  213.143  0 
 157.134  213.148  0 
 157.784  213.212  0 
 157.817  213.214  0 
 158.484  213.235  0 
 160.503  213.235  0 
 160.503  217.241  0 
 125.46  217.241  0 
 125.46  213.235  0 
 128.332  213.235  0 
 129.298  213.214  0 
 129.323  213.213  0 
 130.203  213.149  0 
 130.234  213.146  0 
 131.029  213.039  0 
 131.064  213.033  0 
 131.775  212.885  0 
 131.819  212.873  0 
 132.445  212.682  0 
 132.475  212.672  0 
 132.496  212.663  0 
 133.039  212.43  0 
 133.068  212.417  0 
 133.099  212.4  0 
 133.559  212.125  0 
 133.585  212.108  0 
 133.623  212.08  0 
 134.0  211.765  0 
 134.023  211.744  0 
 134.045  211.721  0 
 134.065  211.699  0 
 134.359  211.342  0 
 134.378  211.317  0 
 134.396  211.291  0 
 134.414  211.259  0 
 134.626  210.861  0 
 134.64  210.833  0 
 134.654  210.8  0 
 134.808  210.386  0 
 134.812  210.373  0 
 134.95  209.967  0 
 134.955  209.954  0 
 135.078  209.557  0 
 135.082  209.542  0 
 135.189  209.154  0 
 135.193  209.137  0 
 135.284  208.757  0 
 135.288  208.74  0 
 135.363  208.369  0 
 135.366  208.35  0 
 135.425  207.988  0 
 135.429  207.967  0 
 135.471  207.613  0 
 135.473  207.59  0 
 135.498  207.244  0 
 135.499  207.221  0 
 135.508  206.884  0 
 135.508  206.864  0 
 135.499  206.197  0 
 135.499  206.185  0 
 135.474  205.535  0 
 135.473  205.521  0 
 135.431  204.888  0 
 135.43  204.873  0 
 135.371  204.257  0 
 135.369  204.243  0 
 135.294  203.645  0 
 135.292  203.63  0 
 135.201  203.048  0 
 135.198  203.032  0 
 135.091  202.468  0 
 135.088  202.451  0 
 134.965  201.904  0 
 134.961  201.888  0 
 134.823  201.358  0 
 134.818  201.34  0 
 134.664  200.827  0 
 126.275  164.021  0 
 126.27  163.992  0 
 125.217  159.528  0 
 125.229  159.521  0 
 125.256  159.503  0 
 125.28  159.484  0 
 125.304  159.463  0 
 125.326  159.44  0 
 125.347  159.416  0 
 125.366  159.391  0 
 125.384  159.365  0 
 125.4  159.338  0 
 125.414  159.309  0 
 125.426  159.28  0 
 125.437  159.251  0 
 125.445  159.22  0 
 125.452  159.189  0 
 125.457  159.158  0 
 125.459  159.126  0 
 125.46  159.095  0 
 125.459  159.063  0 
 125.455  159.032  0 
 125.45  159.001  0 
 125.446  158.983  0 
 108.701  89.503  0 
 108.677  89.402  0 
 108.674  89.39  0 
 108.668  89.369  0 
 108.657  89.339  0 
 108.645  89.31  0 
 108.631  89.282  0 
 108.616  89.254  0 
 108.606  89.24  0 
 108.6  89.23  0 
 108.581  89.205  0 
 108.56  89.181  0 
 108.538  89.158  0 
 108.515  89.137  0 
 108.513  89.135  0 
 108.503  89.127  0 
 108.49  89.117  0 
 108.478  89.109  0 
 108.462  89.097  0 
 108.435  89.081  0 
 108.407  89.067  0 
 108.378  89.054  0 
 108.348  89.043  0 
 108.345  89.042  0 
 108.32  89.034  0 
 108.29  89.027  0 
 108.272  89.024  0 
 108.256  89.021  0 
 108.234  89.019  0 
 108.227  89.018  0 
 108.195  89.017  0 
 107.368  89.017  0 
